sleep,stress,mood,energy,screen_time,hour,activity,social,day_type,prediction,top_probability,second_probability,probability_margin,entropy,normalised_entropy,certainty_score,certainty,probability_mae,top1_correct
7.31,2,5,4,5.53,22,Exercise,Medium,Weekday,Prepare for bed,0.6496337269493937,0.11565166311731845,0.5339820638320752,1.1612752896984204,0.6481200795320666,0.7127111612208139,High,0.006792539589979757,True
7.76,4,4,2,6.52,10,Phone,Low,Weekday,Take a short break,0.37183876094416446,0.32532746475112245,0.04651129619304201,1.4356516510061033,0.8012524424523488,0.23963486126953365,Low,0.002046978735691486,True
7.46,3,3,3,6.99,12,Phone,Medium,Weekday,Reduce screen time,0.3774976907710565,0.18378214230844828,0.19371554846260822,1.6104098866303218,0.8987868708315719,0.3257174706044868,Low,0.0024880887101280482,True
8.59,1,4,4,2.86,21,Working,Medium,Weekday,Stay active,0.2690752777651064,0.25983996034603873,0.00923531741906769,1.5945303510990618,0.8899243333068777,0.14956373052626973,Low,0.003809113249827363,False
7.96,3,3,4,5.56,15,Studying,Low,Weekday,Connect socially,0.6506354734444821,0.11227353957354284,0.5383619338709393,1.1754128510814161,0.656010402773437,0.7115838824953296,High,0.002143151686366382,True
8.34,2,5,3,1.25,13,Relaxing,High,Weekday,Maintain habits,0.34385115780791253,0.3275763396756349,0.016274818132277658,1.507573555582188,0.8413928216780666,0.19784682937054168,Low,0.003172435544322535,True
6.45,4,2,3,3.77,23,Studying,Medium,Weekday,Prepare for bed,0.47383357182320784,0.33667067684294466,0.13716289498026318,1.2004844725485413,0.67000314113911,0.3752385055788058,Low,0.003913256418357904,True
6.38,4,2,2,6.24,9,Phone,Low,Weekday,Connect socially,0.5723832888513454,0.2792372312769199,0.29314605757442547,1.1225996828331593,0.626534812352246,0.5374677578147541,Moderate,0.0007032372800330147,True
7.32,4,4,3,4.39,17,Studying,Medium,Weekday,Take a short break,0.5603952052921854,0.12217621678337752,0.4382189885088079,1.359917804852887,0.7589845781246416,0.6071342187127207,High,0.0018286618193807669,True
8.04,3,4,4,4.2,19,Exercise,High,Weekday,Prepare for bed,0.274833207965431,0.2648142049669345,0.010019002998496507,1.6693294914274168,0.9316705283810306,0.14435414000718538,Low,0.003050234155977813,True
7.81,4,3,2,4.19,19,Phone,Medium,Weekday,Take a short break,0.5672203196519454,0.13717908393450362,0.4300412357174418,1.3262145561334655,0.7401744368650327,0.6082431214725781,High,0.0035257370510269263,True
6.46,5,2,3,1.98,15,Phone,High,Weekday,Take a short break,0.6192328716415905,0.1401104240191748,0.4791224476224156,1.22512585981171,0.683755761223649,0.6772893533296768,High,0.003844183232663749,True
8.77,2,5,4,4.41,8,Exercise,Medium,Weekend,Maintain habits,0.4403189003212122,0.1672662419530712,0.27305265836814097,1.5672992625853661,0.8747263734348265,0.41433509131527885,Moderate,0.00342638803582454,True
7.29,3,3,3,5.7,20,Exercise,Medium,Weekend,Prepare for bed,0.40804662348667975,0.19803437410603741,0.21001224938064234,1.5257077224155644,0.8515136928914271,0.3603268165571701,Low,0.0034426964623535585,True
7.96,2,3,3,4.1,20,Exercise,Medium,Weekday,Prepare for bed,0.3678960337170655,0.25059770510798013,0.11729832860908534,1.5738510526024383,0.8783829970662869,0.2719854457857818,Low,0.003697578955971842,True
7.55,3,3,3,5.57,12,Phone,Medium,Weekday,Reduce screen time,0.244045705123322,0.22441231970816908,0.019633385415152915,1.7101843087980662,0.9544720361014004,0.13266952987582187,Low,0.001383744312175803,True
7.01,3,4,3,4.59,14,Relaxing,High,Weekday,Take a short break,0.26011478674022764,0.24275099775589096,0.017363788984336687,1.6611062699762111,0.9270810611046285,0.1437900941012124,Low,0.002088159023599701,True
6.69,3,3,4,4.44,16,Phone,High,Weekday,Stay active,0.2509104220828587,0.226156868049254,0.024753554033604686,1.7234893806375111,0.9618977380820224,0.1378576301444052,Low,0.002633456637152772,True
8.09,3,3,4,4.05,9,Working,Medium,Weekend,Take a short break,0.25868558609352843,0.2576652752303275,0.001020310863200924,1.6433987357312352,0.9171982980724873,0.13368307173183097,Low,0.0020738454860814493,True
7.34,3,3,2,4.02,20,Phone,Medium,Weekday,Prepare for bed,0.349872435280659,0.2993954736025723,0.050476961678086685,1.5492004781200797,0.8646252494970895,0.21985141915153933,Low,0.0017746437167374916,True
6.85,4,3,2,5.98,21,Studying,Low,Weekend,Take a short break,0.40145256711217936,0.29216995062992746,0.1092826164822519,1.3134755674272367,0.7330646718965701,0.31053855235874306,Low,0.0017891983143476147,True
7.88,2,4,5,0.87,13,Exercise,Medium,Weekday,Maintain habits,0.4409972840798584,0.21111371146329808,0.2298835726165603,1.5090805769201134,0.8422339063012022,0.39092049740728807,Moderate,0.0020739784481861394,True
8.46,2,4,4,5.02,22,Phone,High,Weekday,Prepare for bed,0.34018403395315355,0.2182491485485065,0.12193488540464706,1.5619360949355916,0.8717331325775115,0.2640906085466697,Low,0.002015275526366441,True
8.85,4,4,3,7.75,20,Phone,High,Weekend,Reduce screen time,0.4271748983093096,0.2785715451268268,0.1486033531824828,1.4392308634586475,0.8032500389567984,0.33560104367556765,Low,0.005089204188893871,True
7.58,3,3,3,4.77,19,Working,Low,Weekday,Connect socially,0.5582125815051734,0.19005521371597578,0.3681573677891976,1.305474446378335,0.7285991612148552,0.5631859868867953,Moderate,0.002277697044191533,True
7.48,3,3,3,3.21,23,Relaxing,Medium,Weekend,Prepare for bed,0.5636839210400162,0.13525257460050394,0.42843134643951225,1.319369533795777,0.736354157159388,0.6062888755437883,High,0.0032670610838548015,True
7.39,3,3,3,4.58,14,Studying,High,Weekday,Take a short break,0.4718142172357545,0.17180720886250092,0.30000700837325356,1.5025242812604869,0.8385747680227528,0.45460635001281646,Moderate,0.0016021799506691057,True
7.81,2,3,3,5.54,21,Relaxing,Medium,Weekend,Prepare for bed,0.43340783267436306,0.15616364307892877,0.2772441895954343,1.5786684284152612,0.8810716256995142,0.4128901322803645,Moderate,0.0028784332142422924,True
7.38,3,4,4,4.04,9,Exercise,Medium,Weekday,Maintain habits,0.23203080032621065,0.23030924066590683,0.001721559660303823,1.7202174232329406,0.9600716238849085,0.11360462713202577,Low,0.002687883248682653,True
8.23,2,3,3,4.67,16,Relaxing,Low,Weekday,Connect socially,0.6783606626009445,0.09728613437832168,0.5810745282226228,1.1308802740790282,0.6311562983206926,0.7290310385062865,High,0.0014488374258415382,True
7.84,2,4,4,2.86,17,Studying,High,Weekend,Stay active,0.34800609979525426,0.27802835141100446,0.0699777483842498,1.5621778791239187,0.8718680749023489,0.23121355379636951,Low,0.0036041416628450813,True
5.32,3,3,2,3.53,10,Working,Medium,Weekday,Take a short break,0.5140060103331876,0.2131354986676178,0.3008705116655698,1.3461354465264959,0.7512924974837456,0.49165356331908416,Moderate,0.001994841206255782,True
8.09,2,3,3,4.49,19,Studying,High,Weekday,Take a short break,0.2484550948534093,0.2241702037735543,0.024284891079855014,1.7045631344562286,0.9513347989675237,0.13853725664642796,Low,0.002100282055909085,True
8.37,3,5,3,5.14,16,Phone,Low,Weekend,Connect socially,0.40944164734642674,0.16716318123770962,0.24227846610871712,1.589048948113903,0.8868651040524508,0.3764706467715039,Low,0.0034123714142191446,True
7.41,2,3,3,4.82,16,Phone,Medium,Weekday,Connect socially,0.2241470464444263,0.19972261243807873,0.024424434006347556,1.761003679285892,0.982834866805301,0.12139630134337494,Low,0.002043653456656684,True
6.72,3,3,2,3.33,17,Studying,High,Weekend,Take a short break,0.5906085282772501,0.2072146071464004,0.3833939211308497,1.2225355228944739,0.6823100666637915,0.5976875691835991,High,0.0009300414484588905,True
6.38,2,5,3,5.93,10,Studying,Medium,Weekday,Prepare for bed,0.2583131603277082,0.21862888520052548,0.0396842751271827,1.735554387368233,0.9686313465478507,0.15029364542692644,Low,0.00374535514347765,True
6.5,4,3,3,5.57,11,Phone,Medium,Weekday,Take a short break,0.3766518701177058,0.17623411877364983,0.20041775134405596,1.5977728491593182,0.8917340059308786,0.33143896630763103,Low,0.0017093446678730143,True
6.64,3,3,2,5.36,11,Studying,Medium,Weekday,Take a short break,0.5314596090978955,0.1509797687671584,0.38047984033073706,1.3851500966882622,0.7730669883302067,0.5508793146595276,Moderate,0.0016226370175061726,True
6.74,2,3,3,1.5,22,Exercise,Low,Weekday,Prepare for bed,0.45482063693030667,0.45075326325460724,0.004067373675699426,1.061774482840541,0.592587621874261,0.2889989238167754,Low,0.009866076032940081,True
6.71,4,1,2,7.12,19,Phone,Low,Weekend,Connect socially,0.5734341049362065,0.2370949372712145,0.336339167664992,1.1623561064009635,0.64872329481911,0.5637381056229653,Moderate,0.001850004410536673,True
9.51,2,3,4,2.17,17,Exercise,Medium,Weekday,Maintain habits,0.35823283040550186,0.3534168960771939,0.004815934328307958,1.4820053418887367,0.8271229299138182,0.1991513417295278,Low,0.002103702665026233,True
8.83,1,4,4,4.84,18,Phone,Medium,Weekday,Stay active,0.29017526120989307,0.2455098143983303,0.04466544681156276,1.6202941309729202,0.9043033726346051,0.1809840057856248,Low,0.0016434429989507515,True
7.54,3,3,3,4.38,18,Studying,High,Weekday,Take a short break,0.4438014015612607,0.18448796322064542,0.25931343834061527,1.5254538813806375,0.8513720215123797,0.4109556332385221,Moderate,0.0015918428287147735,True
7.21,4,2,3,6.36,12,Exercise,High,Weekday,Take a short break,0.5859045090724285,0.13026124399860411,0.4556432650738244,1.2828405078237044,0.7159669195868079,0.6394139307169083,High,0.003619456267612878,True
9.17,2,3,3,7.23,9,Phone,Low,Weekday,Connect socially,0.564134492901786,0.25424104300161243,0.30989344990017353,1.208998242774851,0.674754766774429,0.5358349833810394,Moderate,0.006613401105167584,True
9.65,4,4,3,4.01,17,Working,Medium,Weekend,Take a short break,0.6093293044163554,0.13122391114929177,0.4781053932670636,1.2361313848673963,0.6898980617080035,0.6708923499327037,High,0.002571735545333124,True
7.17,4,3,2,4.95,12,Relaxing,Low,Weekend,Connect socially,0.4950489586625619,0.36647560406303065,0.12857335459953123,1.1674609934086535,0.6515723865054451,0.3824589023167357,Moderate,0.0010666965997969083,True
8.21,2,5,4,3.74,21,Working,Medium,Weekend,Prepare for bed,0.30228132153453474,0.2634008554337988,0.03888046610073592,1.606328112601235,0.8965087893707577,0.18394116308690422,Low,0.003067011061757429,True
7.06,3,2,3,5.41,12,Phone,Medium,Weekday,Connect socially,0.31479360752695923,0.23413220063677007,0.08066140689018916,1.639192856208025,0.9148509520165894,0.2151499178069462,Low,0.001314287553971661,True
6.97,3,3,3,4.18,17,Studying,Medium,Weekday,Take a short break,0.3752361966056159,0.1934421833344789,0.181794013271137,1.5927117134924407,0.8889093323327767,0.3183302312957677,Low,0.0015471474072564818,True
7.08,3,3,3,5.81,15,Phone,High,Weekday,Reduce screen time,0.30869901910304465,0.24240417514515605,0.0662948439578886,1.6452895634851001,0.9182535891348974,0.2016702315399126,Low,0.0016032683849934958,True
7.86,4,2,3,3.77,19,Studying,Low,Weekend,Connect socially,0.6213459467741422,0.2809887375969855,0.3403572091771567,0.9962457215786102,0.5560153238692376,0.6066526576985262,High,0.002219397148244653,True
7.47,4,2,1,6.16,22,Phone,Medium,Weekday,Take a short break,0.4409235414131909,0.30136333168844837,0.13956020972474253,1.3554502835231736,0.7564912069961842,0.34480949904401886,Low,0.003160605467030113,True
7.48,3,3,4,4.53,15,Relaxing,High,Weekday,Stay active,0.30188220585821096,0.19154234325103722,0.11033986260717374,1.7104545851965127,0.9546228802314795,0.22216032041492065,Low,0.0032242760560017756,True
8.76,3,4,3,2.43,8,Relaxing,Low,Weekday,Connect socially,0.5302996654258701,0.1479464318923007,0.3823532335335694,1.3629957482865884,0.760702411062914,0.5541416307025573,Moderate,0.002942695399896183,True
7.1,2,3,3,5.71,18,Phone,High,Weekend,Reduce screen time,0.31943239369931786,0.2665106329380169,0.05292176076130095,1.6282041152113076,0.908718018893902,0.19904620591882333,Low,0.0030956602594467593,True
8.97,4,4,3,3.42,10,Relaxing,Medium,Weekend,Take a short break,0.4690510955034045,0.18456855551186976,0.2844825399915347,1.4587151859613612,0.8141244463967144,0.4473858816912634,Moderate,0.0019030941819492646,True
6.82,3,3,4,7.02,9,Relaxing,Medium,Weekend,Connect socially,0.22715928788982762,0.2143231460769713,0.012836141812856305,1.7312330606003434,0.9662195681578911,0.11796306518784361,Low,0.004194734597048953,True
7.5,3,3,3,5.75,18,Studying,Medium,Weekday,Take a short break,0.3617823733275446,0.18593183026182425,0.17585054306572034,1.6421070507425313,0.9164773949541349,0.3026019691525723,Low,0.000938171157977548,True
9.05,3,3,5,5.12,9,Exercise,Low,Weekend,Connect socially,0.7687843966908962,0.08085573359741552,0.6879286630934807,0.8795737539966977,0.4908994589411296,0.7977730867226774,High,0.0022590372263310075,True
7.85,3,3,3,4.58,10,Phone,Medium,Weekday,Take a short break,0.2545420473366852,0.2405796569491013,0.013962390387583873,1.7153071566744889,0.9573311519394374,0.13285136418492954,Low,0.0019344959836173348,True
6.92,3,2,2,7.74,15,Phone,Medium,Weekday,Reduce screen time,0.3168668567097354,0.2947323415724833,0.02213451513725212,1.522992728213173,0.8499984257760475,0.18808456096024792,Low,0.002736481510736619,True
7.55,4,3,4,4.92,16,Phone,Low,Weekday,Connect socially,0.6398386213366085,0.1192906636382572,0.5205479576983513,1.198629233284652,0.6689677123911383,0.7041338371232462,High,0.0013798041844628253,True
8.98,2,5,3,2.93,21,Exercise,Medium,Weekday,Prepare for bed,0.325038798376479,0.30734722695632005,0.017691571420158925,1.5801917035943827,0.8819217817641437,0.18226720291069803,Low,0.004614976657083539,True
6.63,3,3,3,7.03,13,Working,High,Weekday,Take a short break,0.3821815066925868,0.19811099203630028,0.18407051465628654,1.5770957985519258,0.880193924261155,0.32479225341883367,Low,0.0029204799159447564,True
7.84,4,4,2,6.1,15,Phone,High,Weekday,Take a short break,0.5569524579486517,0.2117487924801292,0.34520366546852244,1.2888084158757829,0.7192976724889536,0.5484116374070682,Moderate,0.002928756756905134,True
8.26,1,5,4,3.07,19,Studying,High,Weekday,Stay active,0.3466586053865652,0.31644919804321237,0.030209407343352812,1.4924923815658084,0.8329758581986566,0.21054778592457,Low,0.006951555627689458,True
6.84,2,3,3,3.85,20,Studying,Low,Weekday,Connect socially,0.5067923660581952,0.2768946139178603,0.22989775214033492,1.303936605963049,0.7277408761371441,0.44343681599699347,Moderate,0.003249730919868766,True
9.77,3,3,4,4.79,14,Exercise,Medium,Weekend,Connect socially,0.36110180086949556,0.21399758823487347,0.1471042126346221,1.5827157931397369,0.8833305029617728,0.28880265864315385,Low,0.001828621275796704,True
9.43,2,3,4,3.43,18,Studying,Medium,Weekday,Stay active,0.2672344917670049,0.2573188691732015,0.009915622593803408,1.6201465920375768,0.90422102958696,0.1463522511934226,Low,0.0022601725531622824,True
8.4,4,3,3,5.15,18,Phone,Low,Weekday,Connect socially,0.5801977563754319,0.22571233643847602,0.3544854199369559,1.2216095367968518,0.6817932639826699,0.5728701315282796,Moderate,0.003576563158552117,True
8.4,4,2,3,7.23,13,Phone,High,Weekday,Take a short break,0.45187924377555067,0.3149610634144028,0.1369181803611479,1.3640351995567852,0.761282539862593,0.3469318779792827,Low,0.0011414506865471755,True
6.13,4,2,2,3.78,9,Working,Medium,Weekend,Take a short break,0.7310679812474892,0.1341850994365973,0.5968828818108919,0.9162410498052018,0.5113638663787538,0.7767078182856194,High,0.001692087738501086,True
5.86,5,3,2,5.14,18,Phone,Medium,Weekday,Take a short break,0.5723499748925138,0.1896311891244299,0.38271878576808394,1.2639463804693514,0.7054219063309308,0.5843762574731037,High,0.0029966833524904444,True
7.16,3,3,3,7.41,13,Exercise,High,Weekday,Take a short break,0.3111609357246966,0.3086008143380659,0.002560121386630698,1.5640914215971038,0.8729360432909906,0.16722729738855685,Low,0.0012626242031885092,False
6.56,3,5,4,4.62,13,Exercise,Medium,Weekday,Prepare for bed,0.2911405041411326,0.19553088714206,0.09560961699907258,1.7157611093384273,0.9575845077451327,0.20642305721383392,Low,0.0027143067441516336,True
7.91,3,4,4,4.67,17,Studying,High,Weekday,Stay active,0.3030515995906286,0.24870460281957854,0.054346996771050066,1.649454106832335,0.9205778650317225,0.19030054454917342,Low,0.002567088119179281,True
4.26,5,2,1,6.51,10,Relaxing,Medium,Weekday,Take a short break,0.6834158213518107,0.12320906556280108,0.5602067557890096,1.0475748313474382,0.5846626454826359,0.7406045905117877,High,0.0035942451698271834,True
7.9,3,3,3,5.93,12,Phone,High,Weekday,Reduce screen time,0.3313858160563548,0.2632813239728292,0.06810449208352559,1.6206157464488875,0.9044828696494058,0.2159001877539464,Low,0.0022553215569042864,True
7.07,4,2,2,7.07,15,Phone,High,Weekday,Take a short break,0.5905161776413043,0.217907233446007,0.3726089441952973,1.2003228919173332,0.6699129612717879,0.5925759486209375,High,0.0018521222449910998,True
6.68,3,3,3,3.91,21,Phone,High,Weekday,Prepare for bed,0.5959096200911034,0.14396898953879333,0.45194063055231004,1.2799885133165143,0.7143751911454793,0.6416427321985176,High,0.0019544315629345583,True
9.25,3,4,5,4.52,19,Working,High,Weekday,Stay active,0.34009786076460596,0.23805719870408723,0.10204066206051873,1.6071599725832448,0.8969730592665202,0.24507788893313173,Low,0.00196759889281641,True
6.93,4,5,1,5.2,13,Phone,Medium,Weekday,Take a short break,0.5797444289747099,0.12639765266847164,0.45334677630623826,1.316582224467389,0.7347985302037293,0.6312680304122403,High,0.003266321322023686,True
5.55,3,3,3,5.03,13,Relaxing,High,Weekday,Prepare for bed,0.324856235544834,0.2684719018711098,0.056384333673724196,1.61340655989506,0.9004593460249244,0.2055624703617974,Low,0.0027577063904693916,True
7.73,4,3,4,1.51,23,Relaxing,Medium,Weekday,Prepare for bed,0.4240061070257436,0.1818385259810968,0.2421675810446468,1.495051082998859,0.834403896658614,0.3934392755611146,Moderate,0.003816033434774466,True
7.65,3,3,3,2.18,18,Exercise,Low,Weekday,Connect socially,0.6984282174973567,0.1331299992093178,0.565298218288039,1.0147058132891216,0.5663180972199846,0.7510290784298136,High,0.0017436058801997242,True
7.07,2,3,4,4.19,18,Relaxing,Medium,Weekday,Prepare for bed,0.24629225447078912,0.24205890932037608,0.004233345150413043,1.6641070404287206,0.928755822982015,0.12804369152074124,Low,0.0027957969043669595,True
9.72,1,3,4,4.55,8,Working,Low,Weekday,Connect socially,0.6458675028927109,0.13896435621250733,0.5069031466802035,1.1191024865900543,0.624582989965834,0.715723778308553,High,0.0067115449825288906,True
7.47,2,3,4,2.36,9,Studying,Low,Weekday,Connect socially,0.6630446687609995,0.12092615302749787,0.5421185157335017,1.1314770638696559,0.6314893730446592,0.722072226333518,High,0.0016291264125262949,True
8.32,3,3,4,3.03,13,Exercise,Medium,Weekday,Connect socially,0.36913885685163517,0.22125087265402757,0.1478879841976076,1.5667444705525708,0.8744167381057975,0.29475072690040166,Low,0.0015938382124129913,True
7.59,4,4,3,5.93,20,Phone,Medium,Weekday,Take a short break,0.27624647781511996,0.24582904896828087,0.030417428846839095,1.637100709094924,0.9136833024804591,0.16286645471349953,Low,0.002083224017804551,True
8.58,3,2,4,5.21,21,Phone,Low,Weekday,Connect socially,0.7282730877057191,0.07356947233253014,0.6547036153731889,1.006225985147111,0.5615854150226001,0.7654058064630536,High,0.0020237185254736666,True
6.9,3,3,4,5.43,11,Working,Medium,Weekday,Take a short break,0.2345403005744471,0.22865903425866277,0.005881266315784339,1.722300300002525,0.9612340995438103,0.11741320177078818,Low,0.002749519435451387,True
6.13,4,3,3,5.7,19,Exercise,Medium,Weekday,Take a short break,0.35356753838945537,0.3498368241996892,0.003730714189766171,1.424430789926941,0.7949899606450131,0.2027189000790886,Low,0.002583599963479915,False
8.05,4,3,2,4.11,21,Phone,Medium,Weekday,Take a short break,0.5097768124461363,0.22476809843882514,0.2850087140073111,1.3650183371655518,0.7618312394094078,0.4765394175239975,Moderate,0.0031561369706752836,True
8.26,3,3,3,4.19,21,Exercise,Medium,Weekend,Prepare for bed,0.3442911423540909,0.23715442748548404,0.10713671486860687,1.5562087940585148,0.8685366650965586,0.256219381448054,Low,0.0024440501943308085,True
8.08,3,3,3,3.33,16,Studying,Medium,Weekday,Take a short break,0.4194275027372684,0.21618826661758705,0.20323923611968137,1.5277382415150582,0.8526469471782698,0.36048045207989377,Low,0.0020191802709434345,True
6.6,3,1,2,5.78,12,Working,Medium,Weekday,Take a short break,0.5301294002730677,0.23206963925821508,0.29805976101485254,1.3080701574475657,0.7300478551460495,0.5011904918040673,Moderate,0.0030175812801594404,True
8.45,2,4,3,5.59,22,Relaxing,Medium,Weekend,Prepare for bed,0.430563582619485,0.16045709547787448,0.27010648714161056,1.5821613425548606,0.8830210581984558,0.4062239415382045,Moderate,0.00293980214268761,True
5.58,2,3,4,3.23,13,Working,Low,Weekday,Connect socially,0.6156581430005605,0.13487817605477126,0.4807799669457893,1.222762877228363,0.6824369555335275,0.6771047501055991,High,0.0026162333693842544,True
6.75,4,2,3,5.71,12,Exercise,Low,Weekday,Connect socially,0.7282973727126141,0.17384272582839813,0.554454646884216,0.8708247387632649,0.486016540567492,0.780530509607178,High,0.002646648874118603,True
6.51,3,4,3,2.53,11,Studying,Medium,Weekday,Take a short break,0.3528292052665384,0.2067075374794076,0.1461216677871308,1.6005729725397166,0.8932967845451335,0.2823989529119071,Low,0.0023055842517381354,True
8.47,3,3,4,3.73,17,Relaxing,High,Weekend,Stay active,0.32036559400051795,0.2062563056338251,0.11410928836669285,1.661020525682488,0.9270332063031355,0.23863437789629097,Low,0.0019560870743810937,True
7.44,3,3,3,2.99,9,Studying,Medium,Weekend,Take a short break,0.41532638555409307,0.21143571692957358,0.2038906686245195,1.5339070384963338,0.8560898183265571,0.3584023778711941,Low,0.00121936991556678,True
5.81,3,3,2,3.87,17,Relaxing,Medium,Weekday,Take a short break,0.34575885549639507,0.3168157060853471,0.028943149411047975,1.5011943964311758,0.837832545167425,0.2082851805276264,Low,0.001052209850622543,True
7.35,2,3,4,1.69,22,Exercise,Low,Weekend,Connect socially,0.5455127913699266,0.33026482851025685,0.21524796285966974,1.1081555289432898,0.6184733765747683,0.4724596548032821,Moderate,0.005254133440292778,True
7.88,3,3,3,4.01,16,Studying,Low,Weekday,Connect socially,0.6073299169235815,0.2051797054884376,0.4021502114351439,1.1859606548642712,0.6618972441514259,0.6224241617899271,High,0.0009363249547689282,True
7.39,3,4,3,3.42,22,Phone,Medium,Weekday,Prepare for bed,0.5456294583528424,0.11840805805254451,0.42722140030029787,1.4069921700658643,0.7852572815881586,0.5875367801513559,High,0.0036434358547533844,True
6.47,3,3,4,3.84,21,Relaxing,Medium,Weekday,Prepare for bed,0.5588230454842842,0.14586059904113893,0.4129624464431453,1.338536118902368,0.7470512319820753,0.5911338365817146,High,0.00362705810700161,True
8.13,2,3,3,6.82,20,Phone,Medium,Weekday,Reduce screen time,0.3964726922047022,0.2082047697211455,0.18826792248355673,1.5890621726075564,0.8868724847828896,0.33282576027402777,Low,0.003586111072969691,True
8.89,2,4,2,4.07,17,Studying,High,Weekday,Take a short break,0.39176603911835,0.19970829587943492,0.19205774323891509,1.5609556015188883,0.8711859087823859,0.3364979561140209,Low,0.003047200702833288,True
8.9,4,3,2,7.16,21,Working,High,Weekend,Take a short break,0.7029006467652268,0.12226103156548895,0.5806396151997378,1.0123461260912852,0.5650011307195352,0.7533050649004451,High,0.0037606448271979027,True
4.83,4,2,2,7.22,17,Phone,Low,Weekday,Connect socially,0.5281963060883995,0.2519122779761883,0.2762840281122112,1.2253916071826778,0.6839040776553642,0.49430634188725475,Moderate,0.003989739786498819,True
7.5,3,4,2,5.15,11,Exercise,Low,Weekday,Connect socially,0.48673545299470405,0.2681589411815665,0.21857651181313753,1.3578257992471539,0.7578170075652771,0.4204711106037577,Moderate,0.0023015529672231684,True
7.1,2,4,4,3.65,22,Studying,High,Weekday,Prepare for bed,0.623182316677626,0.1685206498006208,0.45466166687700527,1.1623128696440714,0.6486991639256309,0.6689553765337092,High,0.005638777106818954,True
5.11,2,3,2,4.17,16,Studying,High,Weekday,Prepare for bed,0.394942829258101,0.3177398912568266,0.07720293800127437,1.469511214938601,0.8201498248934671,0.26773636478834406,Low,0.002352478754718485,True
5.9,4,3,1,5.21,21,Relaxing,Low,Weekday,Prepare for bed,0.3693216480387772,0.2974734320424169,0.07184821599636032,1.2859988911815938,0.7177296469015686,0.2729425634345882,Low,0.0021402976618087387,True
8.79,3,4,5,4.82,15,Phone,High,Weekend,Stay active,0.34395173966362114,0.2256413348612504,0.11831040480237073,1.582291183789196,0.8830935239711029,0.26097686141606846,Low,0.002417042891412953,True
7.44,2,3,3,4.07,14,Relaxing,Medium,Weekday,Connect socially,0.26539045227078084,0.2170756110008279,0.048314841269952946,1.71764525089146,0.958636067167807,0.16151887897725703,Low,0.0011660528816036287,True
7.33,4,2,3,6.9,19,Phone,Medium,Weekday,Take a short break,0.3178695070211032,0.2376485679964688,0.08022093902463442,1.5773523987303746,0.8803371355475221,0.22312850836723613,Low,0.005070596911171847,True
6.57,3,2,3,4.51,18,Relaxing,Medium,Weekday,Connect socially,0.3141575816526088,0.2529642817002714,0.06119329995233741,1.5769544849845645,0.8801150556575348,0.20818321057880318,Low,0.0019175305156466128,True
9.09,3,3,3,2.31,15,Studying,Low,Weekend,Connect socially,0.6187864474750652,0.21085296507449144,0.4079334824005737,1.1276933546868897,0.6293776447419779,0.6381318100957853,High,0.0009547800223026924,True
6.66,3,3,2,5.62,21,Relaxing,Medium,Weekend,Prepare for bed,0.5622615990332651,0.1936750189631935,0.3685865800700716,1.2944278456595495,0.7224339359664324,0.566541538420733,Moderate,0.0041202598203424765,True
6.32,3,3,3,5.04,16,Phone,Medium,Weekday,Prepare for bed,0.2218659852074893,0.20907268479401855,0.012793300413470737,1.7254723182699596,0.9630044366464803,0.11619411630350365,Low,0.001267108109422489,True
6.92,5,2,3,3.26,6,Exercise,Medium,Weekday,Take a short break,0.5641931513859303,0.2885115227050093,0.275681628680921,1.135005793894717,0.6334587947698763,0.520172299246338,Moderate,0.006429194115650094,True
5.65,4,2,1,7.52,18,Studying,Low,Weekday,Take a short break,0.46294384612934675,0.4017765590805461,0.061167287048800645,1.1269951461054943,0.6289879671131519,0.32534423826973613,Low,0.0019241355425071301,True
7.02,3,2,4,4.61,8,Studying,Medium,Weekend,Connect socially,0.35866459150467705,0.2532625242144104,0.10540206729026663,1.589647893314945,0.8871993817338741,0.2577406369335165,Low,0.002126296028985655,True
9.06,4,2,3,8.05,16,Phone,Low,Weekend,Connect socially,0.6534795516566292,0.16572966769156158,0.4877498839650676,1.022683733647976,0.5707706593500407,0.7213365851510223,High,0.003486177855056371,True
7.06,3,2,3,4.76,11,Phone,Medium,Weekend,Connect socially,0.3296914692272716,0.2475565786672455,0.0821348905600261,1.6354525796233705,0.912763463908453,0.22330289176259988,Low,0.0010541618597907493,True
8.07,3,3,3,4.34,12,Phone,High,Weekday,Take a short break,0.31834818992166414,0.20809779463154274,0.1102503952901214,1.6837940853720441,0.9397433719702759,0.23248328777377866,Low,0.0016141481085025406,True
7.92,3,3,5,4.89,23,Phone,Medium,Weekday,Prepare for bed,0.4128294674855035,0.15185705618800777,0.2609724112974957,1.58904262451846,0.886861574786636,0.3910816333193964,Moderate,0.0028722861208788156,True
7.07,3,3,3,3.96,9,Working,Medium,Weekday,Take a short break,0.39937124984082456,0.19997365523122365,0.1993975946096009,1.569333555867094,0.8758617341328806,0.34412303182851556,Low,0.002263216076582454,True
5.76,3,3,3,4.14,19,Relaxing,Medium,Weekday,Prepare for bed,0.4433406428311647,0.17198713918775618,0.2713535036434085,1.509816173473284,0.8426444505543812,0.4209218517135338,Moderate,0.004033528120681502,True
